,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,city
12149,1,1,2,1,1,7,3.0,21,4.059275559832919,0,C7
12155,1,1,3,2,1,0,0.0,6,4.295083059251656,0,C29
12159,1,1,1,1,0,4,3.0,22,4.1355778533449294,0,C20
12160,1,1,4,3,0,5,1.0,16,4.398578820099451,0,C1
12163,1,1,2,2,1,0,0.0,21,4.294448589479347,0,C2
12164,1,1,3,3,1,0,0.0,22,4.431338027427112,1,C1
12166,0,1,1,1,0,5,3.0,17,4.148207662071359,0,C8
12174,1,1,2,2,1,5,2.0,21,4.070761703221964,0,C13
12177,1,1,3,3,1,15,4.0,22,4.338775124933574,0,C1
12180,1,1,3,2,1,3,4.0,17,4.448397103457768,1,C1
12183,1,1,4,3,0,11,3.0,18,4.551410958512028,0,C8
12185,0,1,3,3,1,15,3.0,18,4.374968186299234,1,C3
12199,0,1,3,3,1,15,3.0,21,4.474099659301249,1,C2
12203,0,1,3,1,0,2,3.0,22,4.428976638512883,1,C2
12205,0,1,3,3,1,5,4.0,22,4.494154594018442,0,C15
12212,1,1,4,4,1,1,3.0,22,4.4773528166989705,1,C3
12213,1,1,3,3,1,15,3.0,21,4.4284587735155805,0,C1
12225,1,1,2,2,1,8,3.0,5,4.316054258988606,1,C1
12228,1,1,2,1,1,0,0.0,16,4.221602000267184,0,C16
12230,1,1,4,4,1,0,0.0,7,4.48378692670438,0,C1
12236,1,1,3,3,1,4,3.0,14,4.336827827511373,1,C5
12237,1,1,4,3,1,3,3.0,16,4.3578738891111115,0,C1
12238,1,1,4,4,1,0,0.0,21,4.417039675088719,0,C2
12241,1,1,3,3,1,0,0.0,17,4.564258796233499,1,C2
12242,1,1,3,1,0,5,1.0,12,4.405189213807231,0,C3
12243,0,1,3,1,0,1,2.0,2,4.275771900164932,0,C18
12248,1,1,3,1,1,0,0.0,22,4.2994549971691445,0,C1
12250,0,1,2,2,1,4,1.0,20,4.130719636562953,0,C16
12252,1,1,4,4,1,0,0.0,18,4.388917845156914,0,C4
12254,0,1,2,2,1,0,0.0,21,4.2259292596782645,0,C3
12255,1,1,3,3,1,5,3.0,22,4.379939722801916,1,C20
12261,0,1,1,1,1,0,0.0,12,4.153314756893907,1,C25
12263,1,1,3,3,1,0,0.0,2,4.244277120801843,1,C3
12278,1,1,3,3,1,0,0.0,22,4.329731354553388,0,C15
12280,1,1,3,3,1,0,0.0,19,4.422130025640288,0,C1
12283,1,1,2,1,0,5,1.0,2,4.287891265954026,0,C19
12285,1,1,2,1,1,2,2.0,21,4.3044905277734875,0,C4
12288,1,1,4,3,1,15,4.0,17,4.492994928491204,0,C2
12292,1,1,4,4,1,0,0.0,18,4.396743182668871,0,C4
12295,0,1,4,3,0,10,1.0,20,4.537285025199807,0,C1
12297,1,1,4,3,0,0,0.0,21,4.483147788278646,0,C1
12298,0,1,3,1,0,3,2.0,5,4.407533662752377,0,C4
12309,1,1,3,3,1,0,0.0,5,4.396743182668871,0,C1
12320,0,1,2,1,1,4,3.0,1,4.139123134109579,0,C5
12321,1,1,1,1,1,2,1.0,2,4.277618381373187,0,C3
12325,1,1,3,2,0,3,1.0,19,4.437978745220753,1,C15
12326,0,1,1,1,0,0,0.0,8,4.289624622082423,0,C1
12328,1,1,4,1,0,0,0.0,22,4.457457987982031,0,C3
12330,1,1,2,2,1,0,0.0,2,4.171199716800422,0,C9
12334,1,1,2,2,1,0,0.0,11,4.008497972801121,1,C10
12336,1,1,2,2,1,0,0.0,21,4.420021795859957,1,C15
12339,1,1,2,2,1,3,1.0,12,4.171433900943009,1,C7
12342,1,1,4,3,1,0,0.0,18,4.446909792134601,0,C1
12349,1,1,3,3,1,9,1.0,14,4.303843774888654,0,C2
12359,1,1,4,4,1,15,4.0,22,4.526455590691946,0,C2
12369,1,1,3,3,1,12,3.0,21,4.4664820684959095,0,C2
12373,1,1,3,3,1,0,0.0,1,4.2635887314599445,0,C17
12378,1,1,2,1,1,5,3.0,18,4.325507453559995,0,C8
12379,0,1,2,2,1,15,1.0,16,4.120869940179189,0,C5
12381,0,1,4,4,1,10,3.0,22,4.463713861541874,1,C7
12384,1,1,2,1,1,15,3.0,6,4.393610296355292,0,C3
12385,1,1,4,1,1,15,1.0,22,4.401400540781544,0,C2
12388,1,1,2,2,1,12,3.0,3,4.312211218237145,1,C2
12393,1,1,3,2,1,0,0.0,16,4.260109566041616,0,C1
12401,1,1,3,2,1,4,1.0,21,4.31591998955427,1,C8
12404,0,1,4,4,1,0,0.0,5,4.3733460804494255,1,C1
12409,1,1,1,1,0,7,2.0,21,4.081131187131893,1,C6
12412,1,1,4,4,1,0,0.0,5,4.530783489380604,0,C1
12415,0,1,4,3,0,2,1.0,2,4.401400540781544,1,C10
12419,1,1,4,3,1,0,0.0,11,4.526184144513787,1,C10
12420,1,1,2,2,1,15,3.0,18,4.2949773786374585,0,C16
12422,1,1,4,3,1,15,1.0,1,4.490548381790359,0,C2
12424,0,1,1,1,1,3,3.0,22,4.1068841265800105,0,C20
12431,0,1,2,2,1,3,1.0,6,4.10086659826333,0,C3
12432,1,1,3,1,0,2,4.0,9,4.321523867072268,0,C22
12439,0,1,1,1,1,0,0.0,21,4.148898663779431,0,C4
12445,1,1,3,3,1,0,0.0,14,4.361236616731332,0,C21
12448,0,1,4,4,1,1,3.0,22,4.445417369765918,0,C1
12449,1,1,3,3,1,0,0.0,21,4.451863159220613,0,C3
12456,0,1,2,2,1,7,4.0,16,4.019448637493637,0,C24
12470,0,1,2,2,1,15,3.0,16,4.3511157398653895,0,C12
12471,1,1,2,2,1,0,0.0,3,4.141236493422979,0,C2
12474,1,1,3,3,1,0,0.0,14,4.355183236009675,0,C2
12479,1,1,4,3,1,0,0.0,18,4.447700560434513,1,C1
12480,1,1,2,1,1,4,3.0,22,4.217547109726621,0,C16
12481,1,1,3,1,1,6,4.0,17,4.465144816648322,1,C10
12486,1,1,3,3,1,3,2.0,20,4.369939079029239,0,C7
12487,1,1,3,1,1,7,3.0,14,4.441475184011856,0,C2
12491,1,1,3,1,0,4,3.0,9,4.443869793102288,1,C3
12494,0,1,1,1,1,0,0.0,11,3.8823651345829666,0,C2
12497,0,1,4,1,0,3,3.0,11,4.461468512305526,0,C2
12502,0,1,3,2,0,1,3.0,14,4.387788340015945,0,C7
12503,1,1,3,3,1,4,4.0,1,4.2837353061828685,0,C6
12508,1,1,4,4,1,6,4.0,22,4.3577062107846425,0,C2
12514,1,1,4,4,1,15,3.0,18,4.435589573086606,0,C9
12516,1,1,2,1,1,6,3.0,18,4.171761546738936,1,C2
12522,0,1,4,4,1,15,1.0,18,4.4773528166989705,0,C1
12526,1,1,3,3,1,6,4.0,12,4.284746469577731,1,C1
12535,1,1,3,1,1,3,3.0,18,4.359247174489695,0,C26
12540,1,1,4,2,0,0,0.0,14,4.4766867429456445,0,C2
12545,1,1,3,1,0,0,0.0,1,4.322653372213238,0,C7
12546,1,1,2,2,1,0,0.0,1,4.212720154417842,0,C6
12555,0,1,2,1,1,2,2.0,17,3.966986025117938,0,C3
12556,0,1,2,1,0,0,0.0,12,4.297611709666857,0,C26
12562,0,1,3,1,0,4,2.0,15,4.4337506381644305,1,C26
12563,0,1,2,2,1,3,3.0,22,4.148207662071359,0,C1
12582,0,1,3,1,1,3,3.0,18,4.333809874855226,1,C1
12587,1,1,3,2,1,0,0.0,14,4.2949773786374585,0,C2
12602,1,1,2,2,1,0,0.0,19,4.157638064100917,0,C7
12604,1,1,2,1,0,9,1.0,18,4.3427384165554175,1,C1
12605,1,1,4,4,1,15,3.0,20,4.352792032669174,0,C1
12607,1,1,3,3,1,2,3.0,20,4.483056405957024,0,C4
12608,1,1,3,3,1,2,1.0,9,4.463570506372424,0,C22
12614,1,1,2,2,1,0,0.0,18,4.147515559164879,0,C7
12619,0,1,3,3,1,0,0.0,19,4.5281965623954115,1,C1
12620,0,1,1,1,1,8,3.0,14,4.0246498311794445,0,C3
12622,1,1,1,1,1,6,2.0,17,4.275771900164932,0,C3
12632,0,1,1,1,1,0,0.0,13,4.195788990035873,0,C2
12634,1,1,4,4,1,12,3.0,22,4.452093249017731,1,C20
12635,0,1,1,1,0,2,1.0,17,4.03402652377511,0,C17
12636,1,1,2,1,1,4,1.0,21,4.312262005983347,0,C10
12639,1,1,4,3,1,0,0.0,21,4.5202161923310555,1,C8
12647,1,1,3,3,0,0,0.0,6,4.409432635965534,1,C9
12650,1,1,2,2,1,9,3.0,22,4.116381905273025,0,C2
12652,1,1,4,3,1,3,1.0,16,4.529799809499351,1,C1
12657,1,1,2,2,1,0,0.0,16,4.106122874006654,1,C2
12661,1,1,4,4,1,9,2.0,20,4.444903162795462,0,C7
12666,0,1,2,2,1,6,4.0,19,4.2503809628480465,0,C15
12668,0,1,2,1,1,10,2.0,8,4.14595428313265,0,C1
12684,1,1,4,2,1,6,4.0,16,4.4706985528970735,0,C1
12685,1,1,4,4,1,5,3.0,18,4.546582143000171,0,C22
12697,1,1,3,3,1,2,2.0,16,4.405312202758419,0,C5
12703,0,1,2,1,1,2,1.0,22,4.255995726722402,1,C6
12708,1,1,2,1,0,9,3.0,21,4.116009679424738,1,C13
12709,1,1,2,1,1,1,2.0,12,4.020195489753195,1,C19
12710,0,1,4,3,1,0,0.0,16,4.578648377037168,0,C1
12715,1,1,4,2,0,8,3.0,12,4.57348429143716,0,C1
12716,1,1,2,2,1,10,3.0,20,4.17613758132994,0,C6
12736,1,1,4,4,1,0,0.0,14,4.427875436313166,0,C2
12738,1,1,4,4,1,0,0.0,18,4.467726466143582,0,C2
12741,1,1,4,4,1,15,1.0,12,4.394003145302842,0,C1
12744,1,1,2,1,0,3,3.0,1,4.090836256772403,0,C17
12748,0,1,3,1,1,8,3.0,4,4.405977788301573,0,C7
12760,0,1,3,1,1,15,2.0,20,4.38090555757796,0,C7
12765,1,1,2,1,0,6,3.0,1,4.34394005764571,0,C3
12767,0,1,2,1,1,10,2.0,20,4.356018204359495,0,C26
12769,0,1,2,1,1,2,3.0,22,4.171638708530819,0,C1
12777,1,1,3,3,1,1,4.0,18,4.331159956111007,0,C1
12786,0,1,4,4,1,15,3.0,4,4.458668059764898,0,C9
12793,1,1,2,2,1,4,4.0,22,4.332583873720686,1,C28
12794,1,1,4,2,0,0,0.0,18,4.4184338800803244,0,C1
12800,0,1,2,1,1,5,1.0,13,4.075444762431734,1,C24
12804,1,1,3,1,0,0,0.0,18,4.428653045262011,1,C2
12805,1,1,4,3,1,8,3.0,16,4.423278649642035,0,C12
12810,1,1,3,3,0,14,3.0,22,4.43549398719827,0,C2
12811,1,1,4,4,1,5,3.0,7,4.422589839851482,0,C1
12818,1,1,3,1,0,0,0.0,19,4.4433193247102265,0,C1
12822,0,1,2,2,1,0,0.0,22,4.159133885693975,1,C9
12824,1,1,3,3,1,13,4.0,22,4.251638220448212,1,C35
12841,0,1,2,2,1,2,2.0,20,4.359873410332742,1,C8
12848,0,1,2,2,1,11,4.0,16,4.054934635083912,0,C1
12851,1,1,1,1,1,7,2.0,18,4.224455364335568,1,C20
12853,1,1,1,1,1,0,0.0,21,4.236864622317388,1,C2
12856,1,1,3,3,1,10,3.0,21,4.410608542568368,0,C2
12857,1,1,4,3,1,10,3.0,18,4.444369614174724,0,C1
12864,1,1,4,2,1,6,3.0,22,4.555215405126073,0,C1
12867,0,1,3,3,1,0,0.0,21,4.377160490206987,0,C1
12871,0,1,2,2,1,2,2.0,22,4.236819310148542,0,C6
12872,1,1,2,2,1,0,0.0,12,4.341727253160555,1,C3
12875,1,1,2,2,1,0,0.0,9,3.9998262474544126,0,C3
12881,1,1,2,1,1,5,1.0,12,4.3718802490915545,0,C3
12882,1,1,2,2,1,1,3.0,18,4.3506820958134815,0,C2
12883,0,1,4,4,1,10,4.0,22,4.506450911340324,0,C14
12891,1,1,4,1,0,0,0.0,11,4.506266849255813,0,C2
12900,1,1,4,4,1,2,4.0,3,4.4361626470407565,0,C2
12905,1,1,3,3,1,2,3.0,22,4.391690052334201,0,C9
12907,1,1,3,2,1,0,0.0,22,4.28668096935493,0,C2
12908,1,1,2,2,1,1,3.0,22,4.22514380468751,1,C2
12913,0,1,3,2,1,10,2.0,17,4.3952040393618494,1,C1
12931,1,1,3,1,1,7,3.0,8,4.513409393311181,0,C15
12941,1,1,4,4,1,6,3.0,18,4.34714259389161,1,C1
12950,1,1,2,2,1,8,4.0,19,4.293760199618124,0,C9
12955,1,1,2,2,1,1,3.0,8,4.091596620810058,0,C4
12960,1,1,3,3,1,10,1.0,1,4.36849142941581,0,C19
12961,1,1,2,2,1,15,3.0,4,4.016999930745981,0,C3
12968,1,1,3,3,1,0,0.0,1,4.379631796019372,0,C12
12969,1,1,4,3,1,14,1.0,16,4.375758691186744,0,C1
12973,1,1,4,4,1,15,4.0,17,4.429186844904713,1,C1
12982,0,1,2,2,1,15,3.0,18,4.136999440479724,0,C8
12984,0,1,3,2,1,2,2.0,17,4.294236893407935,0,C6
12988,1,1,3,2,1,5,3.0,22,4.4044231656375095,0,C6
12991,1,1,4,3,1,1,1.0,16,4.561053656358288,0,C7
12994,1,1,3,3,1,13,4.0,2,4.376832349290807,0,C22
13002,1,1,3,3,1,2,4.0,13,4.147367107793786,0,C23
13006,1,1,3,2,1,11,2.0,20,4.271739407575702,1,C1
13016,1,1,1,1,1,1,3.0,16,3.9709044981537835,0,C8
13017,0,1,3,3,1,0,0.0,13,4.354753636402353,0,C1
13020,0,1,1,1,1,2,3.0,13,3.8147801457458046,0,C20
13027,1,1,3,1,1,6,1.0,21,4.447058752685505,0,C2
13028,1,1,3,3,1,15,1.0,18,4.340027468282661,0,C3
13040,1,1,3,3,1,13,4.0,4,4.310905629376141,0,C9
13041,1,1,2,2,1,5,3.0,20,4.331840135548244,0,C2
13055,1,1,3,1,1,11,3.0,5,4.277425832275861,0,C4
13061,1,1,2,2,1,1,1.0,16,4.347852805794617,0,C3
13062,1,1,2,1,0,0,0.0,1,4.167151857709823,0,C4
13063,0,1,3,1,1,0,0.0,12,4.261738547352538,1,C12
13069,1,1,2,2,1,1,4.0,21,4.001283612855232,1,C27
13085,1,1,4,4,1,6,3.0,21,4.412453827153875,1,C2
13086,1,1,3,2,1,0,0.0,16,4.236738743506645,0,C4
13088,1,1,3,1,0,3,3.0,18,4.468125695050418,1,C12
13089,1,1,3,2,1,0,0.0,16,4.331840135548244,0,C3
13090,0,1,3,1,0,9,4.0,19,4.4753805931433615,0,C1
13091,1,1,3,3,1,6,3.0,21,4.43589530663102,0,C2
13096,0,1,3,3,1,2,3.0,21,4.341474094026657,0,C10
13098,1,1,2,2,1,0,0.0,18,4.293318349461074,1,C3
13100,0,1,3,1,0,0,0.0,15,4.293371395221607,0,C1
13101,1,1,4,4,1,3,4.0,22,4.4363535037706585,0,C20
13103,1,1,1,1,1,0,0.0,19,4.081951874148818,0,C18
13104,1,1,4,3,0,1,3.0,20,4.543298040491669,1,C19
13107,1,1,4,4,1,15,3.0,18,4.618357748142641,0,C1
13118,0,1,4,3,0,7,3.0,21,4.468790262099611,1,C30
13122,1,1,2,2,1,10,4.0,17,4.185666787701161,0,C2
13128,1,1,2,2,1,4,1.0,20,4.211184639034257,0,C3
13130,1,1,3,2,1,0,0.0,2,4.1648285343444815,0,C1
13132,0,1,2,1,1,0,0.0,22,4.09420550937225,0,C17
13134,1,1,3,3,1,0,0.0,18,4.3678030327490065,0,C8
13136,0,1,1,1,0,0,0.0,12,4.165161199609237,1,C3
13140,1,1,3,1,0,3,3.0,14,4.364873547901713,0,C21
13141,1,1,3,2,1,2,1.0,1,4.237543738142874,0,C19
13142,1,1,4,3,1,1,2.0,19,4.372160539023197,0,C4
13146,1,1,2,2,1,0,0.0,6,4.248973199923657,0,C27
13147,0,1,4,2,1,6,3.0,21,4.4661258704182,1,C2
13148,1,1,4,3,0,12,3.0,18,4.48606191609675,0,C24
13152,0,1,4,4,1,0,0.0,2,4.379124146070392,0,C7
13155,1,1,2,2,1,0,0.0,16,4.045839130249383,0,C3
13160,0,1,2,2,1,2,1.0,21,4.29928933408768,0,C34
13161,0,1,1,1,1,0,0.0,11,4.085861173788451,1,C2
13162,1,1,3,1,1,0,0.0,4,4.330819466495837,0,C13
13174,0,1,3,1,1,2,1.0,5,4.287891265954026,0,C1
13177,1,1,2,2,1,5,3.0,1,4.1072642530654635,0,C20
13180,0,1,1,1,1,1,4.0,22,3.92054071650248,1,C1
13189,1,1,3,2,0,0,0.0,19,4.378470580135304,1,C19
13190,0,1,2,2,1,0,0.0,20,4.215981056791863,0,C13
13193,0,1,3,3,1,5,2.0,15,4.385177128818429,1,C7
13213,1,1,3,3,1,1,3.0,21,4.460115709378327,0,C9
13218,1,1,3,2,1,6,1.0,19,4.298783234495528,0,C1
13221,0,1,3,2,1,3,3.0,5,4.285818257331161,0,C4
13224,1,1,3,1,1,0,0.0,21,4.319730494330225,0,C2
13237,1,1,4,4,1,11,1.0,15,4.383671773821113,1,C19
13239,1,1,2,2,1,6,3.0,18,4.224584853731531,0,C16
13244,1,1,4,4,1,14,3.0,2,4.437829806408219,0,C2
13254,0,1,3,1,1,1,3.0,13,4.359873410332742,0,C2
13259,1,1,2,2,1,2,2.0,21,4.126845440649185,0,C3
13260,1,1,2,2,1,14,3.0,21,4.366744122963771,1,C10
13265,0,1,1,1,1,0,0.0,19,3.8499351009525666,0,C1
13266,1,1,4,3,1,3,3.0,7,4.3689485170004065,0,C1
13270,1,1,1,1,1,3,1.0,18,4.226465858925805,0,C3
13271,1,1,2,2,1,4,3.0,6,4.193291602579516,0,C9
13276,1,1,4,3,1,5,3.0,7,4.392626616474039,0,C4
13280,0,1,2,2,1,7,1.0,22,4.450618563451726,0,C12
13282,1,1,3,3,1,0,0.0,1,4.416840137073767,0,C8
13288,1,1,4,2,1,15,4.0,17,4.463522710798514,0,C2
13293,1,1,3,3,1,15,3.0,21,4.534696078743654,0,C2
13297,1,1,3,2,1,8,1.0,16,4.397035735379094,0,C1
13307,1,1,3,3,1,0,0.0,18,4.4128803584649745,0,C20
13313,1,1,2,2,1,12,3.0,13,4.047368337751547,0,C2
13315,0,1,2,2,1,9,4.0,19,4.16625245195416,0,C19
13316,0,1,2,1,0,0,0.0,1,4.336619812907439,0,C25
13319,1,1,2,2,1,15,3.0,22,4.220568300914962,0,C6
13320,1,1,2,2,1,1,3.0,7,4.122248653978054,0,C1
13322,0,1,3,1,0,0,0.0,19,4.366602241807456,0,C8
13324,1,1,3,3,1,0,0.0,17,4.329418220546588,0,C3
13327,1,1,3,2,0,13,4.0,17,4.409290500640455,0,C11
13351,1,1,2,1,0,10,3.0,21,4.244277120801843,0,C7
13359,1,1,4,4,1,15,3.0,22,4.562511741304945,0,C2
13364,1,1,4,4,1,15,4.0,17,4.460837728633412,0,C2
13372,0,1,2,1,1,0,0.0,8,4.236033147117636,0,C16
13373,0,1,1,1,1,0,0.0,12,4.2552725051033065,0,C8
13375,1,1,4,3,1,13,3.0,1,4.3094257454489995,0,C8
13383,1,1,4,4,1,15,3.0,14,4.3706093009818705,0,C2
13389,0,1,3,3,1,15,2.0,17,4.4726687041948,1,C2
13390,1,1,2,1,0,0,0.0,16,4.222820481322168,0,C1
13400,1,1,4,3,1,0,0.0,22,4.4386372661686115,0,C11
13405,1,1,3,1,1,11,2.0,15,4.433033388650613,0,C11
13407,1,1,3,1,0,9,4.0,22,4.501442696861227,0,C2
13410,1,1,3,2,1,0,0.0,13,4.3587873602785,0,C21
13411,1,1,2,2,1,10,1.0,9,4.270212854896243,0,C8
13412,1,1,3,3,1,3,2.0,15,4.323243847466542,0,C29
13416,1,1,4,4,1,1,3.0,7,4.403566602538052,1,C1
13424,1,1,4,4,1,15,1.0,8,4.499698077276242,0,C1
13430,1,1,3,3,1,3,3.0,6,4.422589839851482,0,C9
13431,1,1,4,4,1,14,3.0,8,4.3506820958134815,0,C1
13437,1,1,3,3,1,10,3.0,8,4.36634076038472,0,C1
13442,1,1,4,3,1,15,1.0,15,4.369104485571629,0,C1
13446,0,1,2,2,1,8,4.0,16,4.185031920432769,1,C3
13447,1,1,4,4,1,0,0.0,10,4.40212376240064,0,C4
13449,1,1,4,2,0,2,3.0,20,4.56780715854547,0,C1
13453,0,1,2,2,1,0,0.0,15,4.186391215695493,1,C17
13468,1,1,2,1,0,15,2.0,17,4.413634997198556,0,C1
13469,1,1,1,1,1,0,0.0,16,4.2451967023714,0,C1
13470,1,1,2,2,1,15,3.0,20,4.367877506637881,0,C4
13477,1,1,3,1,0,15,3.0,8,4.462853019868738,0,C1
13480,1,1,4,4,1,3,3.0,22,4.468701711894003,0,C2
13485,1,1,1,1,1,0,0.0,19,3.963693405238019,1,C17
13493,1,1,1,1,1,0,0.0,21,3.8833206783829755,0,C6
13494,1,1,3,1,0,7,4.0,7,4.371082646513092,0,C1
13495,0,1,3,2,0,0,0.0,19,4.426120708746615,1,C1
13498,0,1,2,2,1,0,0.0,6,4.366445371846602,0,C12
13503,1,1,3,1,0,1,4.0,18,4.377189646293192,1,C9
13507,0,1,3,1,1,5,3.0,21,4.532091606278935,0,C11
13512,0,1,1,1,1,0,0.0,15,4.116660865446562,0,C21
13517,0,1,4,4,1,7,3.0,18,4.426267207139606,0,C4
13522,1,1,3,2,1,11,3.0,18,4.363386313749419,0,C4
13528,1,1,4,4,1,12,3.0,18,4.374968186299234,0,C3
13536,0,1,2,1,1,15,1.0,17,4.297979244159363,1,C17
13543,1,1,2,1,0,0,0.0,20,4.277081782125646,0,C19
13548,1,1,3,3,1,0,0.0,17,4.368324081979958,0,C23
13549,0,1,3,1,1,1,4.0,17,4.441475184011856,0,C21
13554,0,1,2,1,1,0,0.0,13,4.2743887955503785,0,C4
13559,1,1,2,2,1,4,3.0,18,4.254577077441655,1,C4
13563,1,1,4,4,0,0,0.0,21,4.375758691186744,0,C23
13580,0,1,1,1,1,4,3.0,18,4.1914286563871075,1,C16
13581,1,1,4,4,1,15,4.0,22,4.509299320219965,0,C5
13584,1,1,4,4,1,9,4.0,17,4.44213470499191,0,C1
13587,1,1,4,4,1,0,0.0,2,4.4184338800803244,0,C19
13590,1,1,3,2,1,1,1.0,17,4.305729599889036,1,C2
13592,1,1,4,3,1,0,0.0,19,4.413205852418673,0,C1
13596,1,1,2,2,1,15,3.0,18,4.322653372213238,0,C2
13601,0,1,1,1,1,6,1.0,16,4.00021709297223,0,C18
13611,0,1,2,1,1,0,0.0,16,4.274970236083498,0,C1
13616,1,1,3,3,1,6,3.0,22,4.269979676645324,0,C2
13619,0,1,3,3,1,7,1.0,2,4.321225485417176,1,C19
13625,1,1,4,4,1,15,3.0,22,4.461558549515739,0,C20
13634,1,1,2,1,0,11,3.0,18,4.2265483538414115,0,C22
13635,0,1,3,1,0,0,0.0,18,4.371381919166651,0,C2
13638,1,1,3,1,1,12,3.0,19,4.292300384859081,0,C16
13644,0,1,4,3,1,10,3.0,21,4.472791542402917,0,C17
13655,0,1,1,1,1,4,1.0,22,4.161152299002863,0,C1
13662,1,1,4,4,1,6,4.0,19,4.472791542402917,0,C10
13668,0,1,2,1,0,3,1.0,10,4.146624088824005,0,C5
13669,1,1,2,2,1,15,3.0,18,4.219532135300155,0,C10
13670,0,1,4,3,1,0,0.0,22,4.486696783365142,1,C11
13674,1,1,4,1,0,15,3.0,1,4.300673728099148,0,C25
13678,1,1,4,3,1,1,4.0,17,4.405004665050369,0,C20
13688,1,1,2,1,0,1,4.0,21,4.427388722733251,0,C22
13692,1,1,3,1,0,15,3.0,21,4.376394442037266,0,C28
13699,1,1,2,1,1,3,1.0,19,4.244425572172935,0,C7
13701,0,1,2,2,1,9,2.0,20,4.219479738065139,0,C14
13704,1,1,3,1,0,0,0.0,2,4.500785172917456,0,C13
13726,1,1,2,2,1,11,2.0,21,4.296665190261531,0,C13
13729,0,1,3,3,1,4,3.0,1,4.244009780392107,0,C28
13733,1,1,2,1,1,0,0.0,19,4.2103292231935825,1,C1
13738,0,1,1,1,1,0,0.0,20,3.824256037629682,0,C11
13742,1,1,4,2,0,0,0.0,22,4.44085872616257,0,C17
13743,0,1,3,3,1,4,1.0,19,4.355796213502972,1,C9
13755,1,1,3,3,1,15,3.0,8,4.446909792134601,0,C1
13759,1,1,4,3,1,0,0.0,21,4.440672988293759,0,C1
13771,1,1,3,2,1,3,3.0,18,4.266043445936229,1,C6
13790,1,1,3,2,1,5,4.0,17,4.1759175065100935,1,C14
13794,1,1,3,2,0,3,1.0,12,4.364851052007693,0,C7
13797,1,1,4,1,0,15,3.0,14,4.49748253736737,1,C5
13798,0,1,3,3,1,1,1.0,21,4.462053420787075,0,C8
13800,1,1,3,3,1,9,3.0,20,4.430152486000884,0,C11
13818,1,1,3,1,1,0,0.0,19,4.361871318315843,0,C1
13820,0,1,3,1,0,2,3.0,14,4.223755453657241,0,C21
13824,1,1,4,3,1,5,3.0,22,4.503758007635001,0,C2
13829,1,1,4,4,1,15,3.0,18,4.41982362360833,0,C1
13832,1,1,3,1,0,6,1.0,20,4.454222687720551,0,C15
13834,1,1,3,3,1,6,1.0,16,4.442266489086959,1,C1
13836,1,1,3,3,1,1,1.0,21,4.443219164543292,0,C5
13855,1,1,2,1,1,3,3.0,6,4.1625763539372755,0,C9
13856,1,1,2,1,0,10,3.0,4,4.235503196494338,0,C6
13865,1,1,3,3,1,2,2.0,20,4.375681899659375,0,C1
13867,1,1,3,1,0,0,0.0,17,4.279894980011638,0,C9
13869,1,1,4,4,1,0,0.0,21,4.525990150459593,1,C20
13875,1,1,4,3,0,4,4.0,22,4.602788993866745,1,C11
13890,1,1,4,3,1,15,3.0,9,4.395067661756112,1,C11
13892,0,1,2,2,1,0,0.0,21,4.261738547352538,1,C9
13897,1,1,4,2,1,3,1.0,16,4.431505288928083,0,C1
13899,1,1,3,3,1,13,3.0,21,4.431170701483257,0,C2
13904,1,1,2,1,1,1,2.0,4,4.206890610757118,0,C20
13908,0,1,2,1,1,0,0.0,16,4.137132476008993,0,C12
13913,1,1,4,4,0,7,4.0,18,4.517723594833735,0,C1
13916,1,1,3,3,1,1,3.0,4,4.3130906995354055,1,C27
13925,1,1,3,3,1,10,3.0,18,4.340206080040022,1,C1
13933,1,1,2,2,1,1,1.0,13,4.2789364233011,0,C23
13942,0,1,2,2,1,2,4.0,17,4.370016892648432,1,C8
13952,1,1,3,2,0,15,2.0,17,4.4135813772859125,1,C2
13954,1,1,3,1,1,1,1.0,22,4.3236068182205605,1,C3
13962,1,1,3,1,1,7,3.0,7,4.36112317948845,1,C1
13963,0,1,2,2,1,0,0.0,16,4.284818605527054,0,C18
13980,1,1,1,1,1,5,1.0,10,4.142639707832417,0,C3
13981,1,1,4,4,1,12,3.0,21,4.441380884916511,1,C3
13983,0,1,2,1,1,0,0.0,22,4.077789275362719,0,C16
13985,1,1,4,4,1,15,4.0,17,4.526587374786995,0,C2
14005,1,1,4,4,1,0,0.0,18,4.536873948928961,0,C1
14012,1,1,3,1,0,0,0.0,21,4.291701770729981,0,C1
14013,1,1,4,2,1,0,0.0,16,4.4402413920402815,0,C2
14019,1,1,3,3,1,0,0.0,16,4.367281357632943,0,C1
14021,1,1,4,4,1,15,3.0,5,4.563623453690032,1,C1
14022,1,1,4,3,1,15,3.0,18,4.424064525417488,0,C2
14024,1,1,3,3,0,2,1.0,19,4.264510876071772,0,C7
14026,1,1,4,3,1,0,0.0,19,4.43568513794163,0,C1
14036,0,1,2,2,1,1,3.0,22,4.200741090235126,0,C2
14039,1,1,4,2,1,3,4.0,21,4.390405156480081,0,C2
14043,1,1,3,3,1,1,3.0,18,4.271330371066159,0,C13
14045,0,1,1,1,1,6,3.0,6,4.048224213353438,1,C13
